"지표 ID","지표 이름","지표 단위","IPCC대분류","IPCC소분류","국내대책 대분류","국내대책 세분류","원시자료ID","원시자료명","원시자료 정보형태","원시자료 보유 기관명","원시자료 보유 부서명","제공 시스템명","원시자료 정보위치","원시자료 URL","원시자료 서비스 구분","원시자료 제공 단위","원시자료 구축범위","원시자료 파일 포맷","원시자료 축척-해상도","원시자료 구축연도","원시자료_설명","원시자료_키워드","원시자료_업데이트 주기","원시자료_언어","담당자명","담당자 전화번호","담당자 전자우편주소","제3자 권리","이용허락범위","비용부과기준","시간범위_시점","시간범위_종점","좌표계-기준계식별자","좌표계-기준계 명칭","좌표계-타원체","좌표계-도법","좌표계-원점","비고"
"AG129","2/4분기 해일 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG130","3/4분기 해일 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG131","3/4분기 해일 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG132","4/4분기 해일 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG133","4/4분기 해일 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG134","1/4분기 한파 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG135","1/4분기 한파 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG136","2/4분기 한파 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG137","2/4분기 한파 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG138","3/4분기 한파 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG139","3/4분기 한파 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG140","4/4분기 한파 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG141","4/4분기 한파 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG142","1/4분기 태풍 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG143","1/4분기 태풍 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG144","2/4분기 태풍 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG145","2/4분기 태풍 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG146","3/4분기 태풍 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG147","3/4분기 태풍 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG148","4/4분기 태풍 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG149","4/4분기 태풍 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG150","1/4분기 황사 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG151","1/4분기 황사 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG152","2/4분기 황사 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG153","2/4분기 황사 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG154","3/4분기 황사 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG155","3/4분기 황사 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG156","4/4분기 황사 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG157","4/4분기 황사 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG158","1/4분기 폭염 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG159","1/4분기 폭염 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG160","2/4분기 폭염 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG161","2/4분기 폭염 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG162","3/4분기 폭염 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG163","3/4분기 폭염 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG164","4/4분기 폭염 주의보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG165","4/4분기 폭염 경보 발령 횟수","회","적응","적응계획 및 이행","감시예측","태풍","R0113236","특보 통보문","문서","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/warning/report.jsp","온라인(비로그인)","통보문","전국","ASCII","-","1960년~2015년","기상청에서 보유한 특보 통보문 데이터로 ASCII 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 특보 통보문","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-","과거 및 현재 자료만 있으며 미래예측 자료는 없음"
"AG166","태풍의 빈도 및 강도","지수","적응","적응계획 및 이행","감시예측","태풍","R0113222","태풍 경보 발령 횟수","문서","기상청","국가태풍센터","국가태풍센터 홈페이지","http://typ.kma.go.kr/","http://typ.kma.go.kr/TYPHOON/statistics/statistics_02_4.j네","온라인(비로그인)","전국","전국","XLS","-","1971년~2015년","기상청에서 보유한 태풍 경보 발령 횟수 데이터로 XLS 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 태풍 경보 발령 횟수","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-",""
"AG166","태풍의 빈도 및 강도","지수","적응","적응계획 및 이행","감시예측","태풍","R0113225","태풍 중심 최저기압","문서","기상청","국가태풍센터","국가태풍센터 홈페이지","http://typ.kma.go.kr/","http://typ.kma.go.kr/TYPHOON/statistics/statistics_02_4.j네","온라인(비로그인)","전국","전국","XLS","-","1971년~2015년","기상청에서 보유한 태풍 중심 최저기압 데이터로 XLS 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 태풍 중심 최저기압","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-",""
"AG166","태풍의 빈도 및 강도","지수","적응","적응계획 및 이행","감시예측","태풍","R0113224","태풍 중심 최대풍속","문서","기상청","국가태풍센터","국가태풍센터 홈페이지","http://typ.kma.go.kr/","http://typ.kma.go.kr/TYPHOON/statistics/statistics_02_4.j네","온라인(비로그인)","전국","전국","XLS","-","1971년~2015년","기상청에서 보유한 태풍 중심 최대풍속 데이터로 XLS 자료포맷의 문서 형태로 구축되어 있다.","감시예측, 태풍, 태풍 중심 최대풍속","수시","한국어+영어","이재신","070-7850-6362","fb_ty@kma.go.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-",""
"AG167","폭설의 빈도 및 강도","지수","적응","적응계획 및 이행","감시예측","태풍","R0114084","대설 경보 발령 횟수","통계표","기상청","기후정책과","기상청 홈페이지","http://www.kma.go.kr/index.jsp","http://www.kma.go.kr/weather/observation/past_table.jsp?stn=108&yy=2013&obs=28&x=18&y=13","온라인(비로그인)","관측지점","전국","XLS","-","1960년~2015년","기상청에서 보유한 대설 경보 발령 횟수 데이터로 XLS 자료포맷의 통계표 형태로 구축되어 있다.","감시예측, 태풍, 대설 경보 발령 횟수","수시","한국어+영어","김덕완","02-2181-0233","kmares@korea.kr","포함","상업적이용불가+콘텐츠변경허용","비부과","1960","2015","-","-","-","-","-",""
